x_m,y_m,s_m
5.77754,2.19906,37.15420
5.79684,2.19568,37.17419
5.81605,2.19233,37.19419
5.83522,2.18886,37.21419
5.85455,2.18537,37.23419
5.87350,2.18186,37.25419
5.89277,2.17821,37.27418
5.91209,2.17455,37.29418
5.93139,2.17082,37.31418
5.95086,2.16706,37.33418
5.97015,2.16329,37.35417
5.98958,2.15945,37.37417
6.00901,2.15561,37.39417
6.02842,2.15173,37.41417
6.04794,2.14783,37.43417
6.06738,2.14392,37.45416
6.08689,2.13998,37.47416
6.10617,2.13608,37.49416
6.12542,2.13212,37.51416
6.14490,2.12810,37.53415
6.16428,2.12409,37.55415
6.18374,2.12003,37.57415
6.20336,2.11594,37.59415
6.22297,2.11185,37.61415
6.24253,2.10778,37.63414
6.26207,2.10371,37.65414
6.28163,2.09963,37.67414
6.30108,2.09557,37.69414
6.32052,2.09149,37.71414
6.34007,2.08738,37.73413
6.35960,2.08327,37.75413
6.37915,2.07915,37.77413
6.39888,2.07499,37.79413
6.41862,2.07087,37.81412
6.43798,2.06684,37.83412
6.45704,2.06281,37.85412
6.47632,2.05867,37.87412
6.49317,2.05507,37.89412
6.50977,2.05093,37.91411
6.52883,2.04618,37.93411
6.54773,2.04141,37.95411
6.56684,2.03652,37.97411
6.58213,2.03267,37.99410
6.59700,2.02803,38.01410
6.61538,2.02233,38.03410
6.63328,2.01665,38.05410
6.65166,2.01066,38.07409
6.66962,2.00482,38.09409
6.68746,1.99876,38.11409
6.70514,1.99274,38.13409
6.72137,1.98696,38.15408
6.73868,1.98044,38.17408
6.75690,1.97359,38.19408
6.77506,1.96663,38.21408
6.79331,1.95964,38.23407
6.81107,1.95273,38.25407
6.82919,1.94556,38.27407
6.84646,1.93873,38.29407
6.86355,1.93164,38.31406
6.88183,1.92404,38.33406
6.90001,1.91645,38.35406
6.91830,1.90878,38.37406
6.93603,1.90134,38.39406
6.95366,1.89376,38.41405
6.97158,1.88605,38.43405
6.98898,1.87845,38.45405
7.00675,1.87056,38.47405
7.02496,1.86247,38.49404
7.04317,1.85436,38.51404
7.06123,1.84632,38.53404
7.07905,1.83834,38.55404
7.09703,1.83021,38.57404
7.11458,1.82229,38.59403
7.13202,1.81423,38.61403
7.15004,1.80589,38.63403
7.16797,1.79757,38.65403
7.18599,1.78918,38.67402
7.20432,1.78064,38.69402
7.22268,1.77215,38.71402
7.24051,1.76390,38.73402
7.25792,1.75576,38.75402
7.27561,1.74738,38.77401
7.29348,1.73892,38.79401
7.31132,1.73042,38.81401
7.32946,1.72177,38.83401
7.34773,1.71309,38.85400
7.36592,1.70448,38.87400
7.38366,1.69608,38.89400
7.40134,1.68761,38.91400
7.41936,1.67898,38.93400
7.43740,1.67034,38.95399
7.45544,1.66171,38.97399
7.47334,1.65313,38.99399
7.49122,1.64453,39.01399
7.50929,1.63583,39.03398
7.52746,1.62711,39.05398
7.54558,1.61843,39.07398
7.56341,1.60989,39.09398
7.58122,1.60131,39.11398
7.59931,1.59258,39.13397
7.61755,1.58382,39.15397
7.63570,1.57512,39.17397
7.65374,1.56649,39.19397
7.67177,1.55785,39.21397
7.68981,1.54921,39.23396
7.70784,1.54057,39.25396
7.72588,1.53193,39.27396
7.74425,1.52314,39.29396
7.76268,1.51441,39.31395
7.78077,1.50584,39.33395
7.79884,1.49728,39.35395
7.81692,1.48873,39.37395
7.83513,1.48010,39.39395
7.85336,1.47151,39.41394
7.87146,1.46298,39.43394
7.88955,1.45446,39.45394
7.90764,1.44593,39.47394
7.92640,1.43709,39.49393
7.94527,1.42839,39.51393
7.96350,1.42000,39.53393
7.98174,1.41161,39.55393
7.99995,1.40325,39.57393
8.01792,1.39500,39.59392
8.03586,1.38670,39.61392
8.05429,1.37818,39.63392
8.07311,1.36955,39.65392
8.09169,1.36114,39.67391
8.11058,1.35259,39.69391
8.12958,1.34418,39.71391
8.14785,1.33611,39.73391
8.16598,1.32807,39.75391
8.18418,1.31999,39.77390
8.20265,1.31178,39.79390
8.22116,1.30362,39.81390
8.23999,1.29531,39.83390
8.25949,1.28686,39.85389
8.27855,1.27878,39.87389
8.29730,1.27083,39.89389
8.31611,1.26295,39.91389
8.33450,1.25525,39.93389
8.35280,1.24758,39.95388
8.37115,1.23985,39.97388
8.39026,1.23181,39.99388
8.40948,1.22391,40.01388
8.42854,1.21609,40.03387
8.44826,1.20815,40.05387
8.46753,1.20057,40.07387
8.48648,1.19311,40.09387
8.50548,1.18572,40.11387
8.52414,1.17847,40.13386
8.54278,1.17123,40.15386
8.56142,1.16399,40.17386
8.58173,1.15611,40.19386
8.60228,1.14860,40.21385
8.62156,1.14159,40.23385
8.64128,1.13452,40.25385
8.66063,1.12771,40.27385
8.67964,1.12103,40.29385
8.69868,1.11437,40.31384
8.71793,1.10764,40.33384
8.73768,1.10084,40.35384
8.75709,1.09427,40.37384
8.77822,1.08714,40.39383
8.79965,1.08050,40.41383
8.81905,1.07453,40.43383
8.83854,1.06858,40.45383
8.85789,1.06272,40.47382
8.87698,1.05694,40.49382
8.89607,1.05115,40.51382
8.91700,1.04481,40.53382
8.94031,1.03829,40.55381
8.96196,1.03283,40.57381
8.98166,1.02787,40.59381
9.00141,1.02299,40.61380
9.02093,1.01816,40.63380
9.04055,1.01332,40.65380
9.06009,1.00854,40.67380
9.08378,1.00279,40.69379
9.10795,0.99809,40.71379
9.12841,0.99421,40.73379
9.14932,0.99039,40.75379
9.16972,0.98683,40.77378
9.18939,0.98340,40.79378
9.20906,0.97996,40.81378
9.23164,0.97604,40.83378
9.25793,0.97236,40.85376
9.28144,0.97001,40.87376
9.30233,0.96796,40.89376
9.32329,0.96613,40.91375
9.34428,0.96432,40.93375
9.36650,0.96266,40.95375
9.38773,0.96138,40.97375
9.41397,0.95992,40.99374
9.44062,0.96012,41.01374
9.46129,0.96045,41.03374
9.48198,0.96085,41.05373
9.50236,0.96134,41.07373
9.52699,0.96200,41.09373
9.55183,0.96385,41.11373
9.57674,0.96591,41.13372
9.60707,0.97004,41.15369
9.63246,0.97514,41.17368
9.66399,0.98202,41.19368
9.69515,0.99266,41.21367
9.72048,1.00202,41.23367
9.75147,1.01600,41.25360
9.77571,1.02937,41.27360
9.80398,1.04572,41.29360
9.83063,1.06561,41.31358
9.85129,1.08182,41.33358
9.87546,1.10336,41.35353
9.89411,1.12252,41.37353
9.91502,1.14467,41.39352
9.93393,1.16915,41.41352
9.94868,1.18898,41.43351
9.96500,1.21321,41.45348
9.97784,1.23466,41.47348
9.99177,1.25842,41.49348
10.00403,1.28342,41.51347
10.01420,1.30474,41.53347
10.02500,1.32971,41.55345
10.03354,1.35200,41.57345
10.04250,1.37575,41.59345
10.05021,1.40015,41.61345
10.05681,1.42151,41.63344
10.06351,1.44524,41.65343
10.06903,1.46706,41.67343
10.07498,1.49087,41.69343
10.07982,1.51510,41.71343
10.08398,1.53642,41.73342
10.08805,1.55942,41.75342
10.09142,1.58096,41.77342
10.09501,1.60426,41.79341
10.09774,1.62781,41.81341
10.10014,1.64919,41.83341
10.10236,1.67206,41.85340
10.10405,1.69359,41.87340
10.10580,1.71624,41.89340
10.10690,1.73903,41.91340
10.10787,1.76023,41.93339
10.10861,1.78266,41.95339
10.10900,1.80397,41.97339
10.10937,1.82481,41.99339
10.10955,1.84568,42.01338
10.10971,1.86579,42.03338
10.10985,1.88596,42.05338
10.10997,1.90606,42.07338
10.11009,1.92605,42.09338
10.11021,1.94605,42.11337
10.11033,1.96597,42.13337
10.11047,1.98579,42.15337
10.11063,2.00569,42.17337
10.11079,2.02586,42.19336
10.11091,2.04603,42.21336
10.11103,2.06596,42.23336
10.11117,2.08578,42.25336
10.11133,2.10568,42.27336
10.11149,2.12585,42.29335
10.11161,2.14602,42.31335
10.11173,2.16594,42.33335
10.11187,2.18576,42.35335
10.11203,2.20567,42.37334
10.11219,2.22583,42.39334
10.11231,2.24600,42.41334
10.11243,2.26601,42.43334
10.11255,2.28601,42.45334
10.11267,2.30600,42.47333
10.11279,2.32583,42.49333
10.11295,2.34566,42.51333
10.11311,2.36573,42.53333
10.11325,2.38590,42.55332
10.11337,2.40599,42.57332
10.11349,2.42582,42.59332
10.11365,2.44564,42.61332
10.11381,2.46571,42.63332
10.11395,2.48588,42.65331
10.11407,2.50598,42.67331
10.11419,2.52597,42.69331
10.11431,2.54597,42.71331
10.11443,2.56589,42.73331
10.11457,2.58571,42.75330
10.11473,2.60561,42.77330
10.11489,2.62578,42.79330
10.11501,2.64595,42.81330
10.11513,2.66587,42.83329
10.11527,2.68570,42.85329
10.11543,2.70560,42.87329
10.11559,2.72577,42.89329
10.11571,2.74594,42.91329
10.11583,2.76594,42.93328
10.11595,2.78594,42.95328
10.11607,2.80594,42.97328
10.11619,2.82577,42.99328
10.11635,2.84559,43.01327
10.11651,2.86566,43.03327
10.11665,2.88583,43.05327
10.11677,2.90592,43.07327
10.11689,2.92575,43.09327
10.11705,2.94558,43.11326
10.11721,2.96565,43.13326
10.11735,2.98582,43.15326
10.11747,3.00591,43.17326
10.11759,3.02591,43.19325
10.11771,3.04591,43.21325
10.11783,3.06582,43.23325
10.11797,3.08564,43.25325
10.11813,3.10555,43.27325
10.11829,3.12571,43.29324
10.11841,3.14588,43.31324
10.11853,3.16581,43.33324
10.11867,3.18563,43.35324
10.11883,3.20553,43.37324
10.11899,3.22570,43.39323
10.11911,3.24587,43.41323
10.11923,3.26588,43.43323
10.11935,3.28587,43.45323
10.11947,3.30587,43.47322
10.11959,3.32570,43.49322
10.11975,3.34552,43.51322
10.11991,3.36559,43.53322
10.12005,3.38576,43.55322
10.12017,3.40586,43.57321
10.12029,3.42569,43.59321
10.12045,3.44551,43.61321
10.12061,3.46558,43.63321
10.12075,3.48575,43.65320
10.12087,3.50584,43.67320
10.12099,3.52584,43.69320
10.12111,3.54584,43.71320
10.12123,3.56576,43.73320
10.12137,3.58558,43.75319
10.12153,3.60548,43.77319
10.12169,3.62564,43.79319
10.12181,3.64582,43.81319
10.12193,3.66574,43.83318
10.12207,3.68557,43.85318
10.12223,3.70547,43.87318
10.12239,3.72563,43.89318
10.12251,3.74580,43.91318
10.12263,3.76581,43.93317
10.12275,3.78581,43.95317
10.12287,3.80580,43.97317
10.12299,3.82563,43.99317
10.12315,3.84546,44.01316
10.12331,3.86553,44.03316
10.12345,3.88570,44.05316
10.12357,3.90579,44.07316
10.12369,3.92562,44.09316
10.12385,3.94544,44.11315
10.12401,3.96551,44.13315
10.12415,3.98568,44.15315
10.12427,4.00578,44.17315
10.12439,4.02561,44.19315
10.12455,4.04543,44.21314
10.12471,4.06550,44.23314
10.12485,4.08567,44.25314
10.12497,4.10576,44.27314
10.12509,4.12576,44.29313
10.12521,4.14576,44.31313
10.12533,4.16568,44.33313
10.12547,4.18550,44.35313
10.12563,4.20540,44.37313
10.12579,4.22556,44.39312
10.12591,4.24574,44.41312
10.12603,4.26566,44.43312
10.12617,4.28549,44.45312
10.12633,4.30539,44.47311
10.12649,4.32555,44.49311
10.12661,4.34572,44.51311
10.12673,4.36573,44.53311
10.12685,4.38573,44.55311
10.12697,4.40572,44.57310
10.12709,4.42556,44.59310
10.12725,4.44538,44.61310
10.12741,4.46544,44.63310
10.12755,4.48562,44.65309
10.12767,4.50571,44.67309
10.12779,4.52554,44.69309
10.12795,4.54536,44.71309
10.12811,4.56543,44.73309
10.12825,4.58560,44.75308
10.12837,4.60570,44.77308
10.12849,4.62569,44.79308
10.12861,4.64569,44.81308
10.12873,4.66561,44.83308
10.12887,4.68543,44.85307
10.12903,4.70533,44.87307
10.12919,4.72550,44.89307
10.12931,4.74567,44.91307
10.12943,4.76560,44.93306
10.12957,4.78542,44.95306
10.12973,4.80532,44.97306
10.12989,4.82548,44.99306
10.13001,4.84566,45.01306
10.13013,4.86566,45.03305
10.13025,4.88566,45.05305
10.13037,4.90566,45.07305
10.13049,4.92549,45.09305
10.13065,4.94531,45.11304
10.13081,4.96538,45.13304
10.13095,4.98555,45.15304
10.13107,5.00564,45.17304
10.13119,5.02548,45.19304
10.13135,5.04530,45.21303
10.13151,5.06536,45.23303
10.13165,5.08554,45.25303
10.13177,5.10563,45.27303
10.13189,5.12563,45.29302
10.13201,5.14563,45.31302
10.13213,5.16555,45.33302
10.13227,5.18537,45.35302
10.13243,5.20527,45.37302
10.13259,5.22543,45.39301
10.13271,5.24560,45.41301
10.13283,5.26553,45.43301
10.13297,5.28535,45.45301
10.13313,5.30525,45.47301
10.13329,5.32542,45.49300
10.13341,5.34559,45.51300
10.13353,5.36560,45.53300
10.13365,5.38559,45.55300
10.13377,5.40559,45.57299
10.13389,5.42542,45.59299
10.13405,5.44525,45.61299
10.13421,5.46531,45.63299
10.13435,5.48548,45.65299
10.13447,5.50558,45.67298
10.13459,5.52541,45.69298
10.13475,5.54523,45.71298
10.13491,5.56530,45.73298
10.13505,5.58547,45.75297
10.13517,5.60556,45.77297
10.13529,5.62540,45.79297
10.13544,5.64522,45.81297
10.13561,5.66528,45.83297
10.13575,5.68546,45.85296
10.13587,5.70555,45.87296
10.13599,5.72555,45.89296
10.13611,5.74555,45.91296
10.13623,5.76547,45.93295
10.13637,5.78529,45.95295
10.13652,5.80519,45.97295
10.13669,5.82535,45.99295
10.13681,5.84552,46.01295
10.13693,5.86545,46.03294
10.13707,5.88528,46.05294
10.13722,5.90517,46.07294
10.13739,5.92534,46.09294
10.13751,5.94551,46.11294
10.13763,5.96552,46.13293
10.13775,5.98551,46.15293
10.13787,6.00551,46.17293
10.13799,6.02534,46.19293
10.13814,6.04517,46.21292
10.13831,6.06523,46.23292
10.13845,6.08540,46.25292
10.13857,6.10550,46.27292
10.13869,6.12533,46.29292
10.13884,6.14515,46.31291
10.13900,6.16522,46.33291
10.13915,6.18539,46.35291
10.13927,6.20548,46.37291
10.13939,6.22548,46.39290
10.13951,6.24548,46.41290
10.13963,6.26540,46.43290
10.13976,6.28522,46.45290
10.13992,6.30512,46.47290
10.14009,6.32528,46.49289
10.14021,6.34545,46.51289
10.14033,6.36543,46.53289
10.14046,6.38536,46.55289
10.14059,6.40532,46.57288
10.14073,6.42532,46.59288
10.14086,6.44532,46.61288
