x_m,y_m,s_m
5.91750,2.52966,37.23419
5.93788,2.52589,37.25419
5.95791,2.52210,37.27418
5.97788,2.51832,37.29418
5.99785,2.51445,37.31418
6.01765,2.51062,37.33418
6.03762,2.50672,37.35417
6.05742,2.50281,37.37417
6.07723,2.49890,37.39417
6.09704,2.49494,37.41417
6.11674,2.49100,37.43417
6.13651,2.48702,37.45416
6.15620,2.48305,37.47416
6.17613,2.47902,37.49416
6.19605,2.47492,37.51416
6.21574,2.47086,37.53415
6.23553,2.46676,37.55415
6.25521,2.46265,37.57415
6.27476,2.45858,37.59415
6.29430,2.45451,37.61415
6.31389,2.45043,37.63414
6.33350,2.44634,37.65414
6.35310,2.44225,37.67414
6.37280,2.43814,37.69414
6.39251,2.43400,37.71414
6.41210,2.42989,37.73413
6.43170,2.42576,37.75413
6.45129,2.42164,37.77413
6.47070,2.41755,37.79413
6.49011,2.41350,37.81412
6.50991,2.40937,37.83412
6.52997,2.40512,37.85412
6.54980,2.40087,37.87412
6.57205,2.39607,37.89412
6.59427,2.39058,37.91411
6.61401,2.38565,37.93411
6.63389,2.38064,37.95411
6.65354,2.37561,37.97411
6.67700,2.36956,37.99410
6.70035,2.36243,38.01410
6.72017,2.35628,38.03410
6.74039,2.34986,38.05410
6.76003,2.34346,38.07409
6.78010,2.33693,38.09409
6.80014,2.33012,38.11409
6.82032,2.32325,38.13409
6.84176,2.31560,38.15408
6.86188,2.30804,38.17408
6.88109,2.30081,38.19408
6.90029,2.29346,38.21408
6.91938,2.28614,38.23407
6.93890,2.27855,38.25407
6.95797,2.27101,38.27407
6.97789,2.26312,38.29407
6.99774,2.25489,38.31406
7.01640,2.24714,38.33406
7.03513,2.23932,38.35406
7.05372,2.23152,38.37406
7.07287,2.22349,38.39406
7.09198,2.21527,38.41405
7.11080,2.20717,38.43405
7.13005,2.19876,38.45405
7.14883,2.19042,38.47405
7.16717,2.18227,38.49404
7.18551,2.17411,38.51404
7.20398,2.16589,38.53404
7.22267,2.15751,38.55404
7.24113,2.14917,38.57404
7.26003,2.14063,38.59403
7.27889,2.13192,38.61403
7.29717,2.12346,38.63403
7.31552,2.11495,38.65403
7.33377,2.10645,38.67402
7.35169,2.09810,38.69402
7.36963,2.08980,38.71402
7.38809,2.08126,38.73402
7.40692,2.07246,38.75402
7.42538,2.06372,38.77401
7.44365,2.05507,38.79401
7.46192,2.04636,38.81401
7.47988,2.03780,38.83401
7.49773,2.02932,38.85400
7.51569,2.02081,38.87400
7.53410,2.01210,38.89400
7.55250,2.00329,38.91400
7.57055,1.99465,38.93400
7.58858,1.98601,38.95399
7.60662,1.97737,38.97399
7.62479,1.96867,38.99399
7.64295,1.95993,39.01399
7.66092,1.95129,39.03398
7.67880,1.94270,39.05398
7.69676,1.93410,39.07398
7.71500,1.92536,39.09398
7.73322,1.91658,39.11398
7.75115,1.90793,39.13397
7.76896,1.89937,39.15397
7.78688,1.89079,39.17397
7.80492,1.88215,39.19397
7.82295,1.87351,39.21397
7.84099,1.86487,39.23396
7.85903,1.85624,39.25396
7.87706,1.84760,39.27396
7.89476,1.83912,39.29396
7.91248,1.83073,39.31395
7.93054,1.82218,39.33395
7.94861,1.81362,39.35395
7.96669,1.80506,39.37395
7.98463,1.79657,39.39395
8.00257,1.78811,39.41394
8.02065,1.77959,39.43394
8.03874,1.77107,39.45394
8.05683,1.76254,39.47394
8.07425,1.75433,39.49393
8.09170,1.74629,39.51393
8.10980,1.73796,39.53393
8.12790,1.72963,39.55393
8.14604,1.72130,39.57393
8.16441,1.71286,39.59392
8.18277,1.70437,39.61392
8.20065,1.69611,39.63392
8.21818,1.68807,39.65392
8.23604,1.67999,39.67391
8.25358,1.67204,39.69391
8.27115,1.66427,39.71391
8.28948,1.65617,39.73391
8.30791,1.64800,39.75391
8.32626,1.63985,39.77390
8.34434,1.63182,39.79390
8.36242,1.62384,39.81390
8.38019,1.61600,39.83390
8.39738,1.60855,39.85389
8.41515,1.60102,39.87389
8.43322,1.59336,39.89389
8.45131,1.58579,39.91389
8.46980,1.57804,39.93389
8.48839,1.57024,39.95388
8.50690,1.56245,39.97388
8.52465,1.55498,39.99388
8.54243,1.54768,40.01388
8.56037,1.54032,40.03387
8.57774,1.53332,40.05387
8.59570,1.52625,40.07387
8.61396,1.51906,40.09387
8.63224,1.51196,40.11387
8.65086,1.50473,40.13386
8.66950,1.49749,40.15386
8.68814,1.49025,40.17386
8.70512,1.48364,40.19386
8.72214,1.47744,40.21385
8.74044,1.47078,40.23385
8.75838,1.46435,40.25385
8.77675,1.45789,40.27385
8.79547,1.45131,40.29385
8.81419,1.44476,40.31384
8.83269,1.43829,40.33384
8.85076,1.43207,40.35384
8.86924,1.42582,40.37384
8.88599,1.42013,40.39383
8.90277,1.41496,40.41383
8.92160,1.40917,40.43383
8.94036,1.40344,40.45383
8.95929,1.39771,40.47382
8.97848,1.39190,40.49382
8.99767,1.38608,40.51382
9.01500,1.38081,40.53382
9.03020,1.37655,40.55381
9.04734,1.37226,40.57381
9.06642,1.36746,40.59381
9.08550,1.36273,40.61380
9.10481,1.35796,40.63380
9.12402,1.35322,40.65380
9.14333,1.34850,40.67380
9.15849,1.34473,40.69379
9.17359,1.34188,40.71379
9.19243,1.33831,40.73379
9.21085,1.33494,40.75379
9.22986,1.33163,40.77378
9.24959,1.32819,40.79378
9.26932,1.32474,40.81378
9.28614,1.32177,40.83378
9.29942,1.31989,40.85376
9.31572,1.31833,40.87376
9.33464,1.31646,40.89376
9.35352,1.31482,40.91375
9.37237,1.31319,40.93375
9.39004,1.31187,40.95375
9.40873,1.31075,40.97375
9.42241,1.30982,40.99374
9.43575,1.31009,41.01374
9.45507,1.31039,41.03374
9.47436,1.31077,41.05373
9.49397,1.31124,41.07373
9.50933,1.31155,41.09373
9.52436,1.31277,41.11373
9.53931,1.31391,41.13372
9.54855,1.31512,41.15369
9.56234,1.31804,41.17368
9.57000,1.31917,41.19368
9.57650,1.32194,41.21367
9.58875,1.32628,41.23367
9.59412,1.32863,41.25360
9.60478,1.33480,41.27360
9.61142,1.33798,41.29360
9.61647,1.34244,41.31358
9.62736,1.35081,41.33358
9.63301,1.35578,41.35353
9.64211,1.36542,41.37353
9.64896,1.37207,41.39352
9.65417,1.37947,41.41352
9.66336,1.39168,41.43351
9.66937,1.40056,41.45348
9.67697,1.41349,41.47348
9.68347,1.42411,41.49348
9.68861,1.43512,41.51347
9.69571,1.44987,41.53347
9.70079,1.46158,41.55345
9.70649,1.47666,41.57345
9.71177,1.49028,41.59345
9.71599,1.50406,41.61345
9.72122,1.52091,41.63344
9.72539,1.53565,41.65343
9.72965,1.55261,41.67343
9.73348,1.56758,41.69343
9.73639,1.58258,41.71343
9.73990,1.60052,41.73342
9.74280,1.61689,41.75342
9.74560,1.63487,41.77342
9.74816,1.65109,41.79341
9.74997,1.66727,41.81341
9.75205,1.68564,41.83341
9.75369,1.70258,41.85340
9.75512,1.72092,41.87340
9.75649,1.73815,41.89340
9.75728,1.75531,41.91340
9.75814,1.77406,41.93339
9.75872,1.79160,41.95339
9.75905,1.81027,41.97339
9.75940,1.82943,41.99339
9.75956,1.84855,42.01338
9.75972,1.86843,42.03338
9.75986,1.88825,42.05338
9.75998,1.90816,42.07338
9.76010,1.92815,42.09338
9.76022,1.94815,42.11337
9.76034,1.96823,42.13337
9.76048,1.98840,42.15337
9.76064,2.00849,42.17337
9.76080,2.02832,42.19336
9.76092,2.04815,42.21336
9.76104,2.06822,42.23336
9.76118,2.08839,42.25336
9.76134,2.10848,42.27336
9.76150,2.12831,42.29335
9.76162,2.14813,42.31335
9.76174,2.16820,42.33335
9.76188,2.18837,42.35335
9.76204,2.20847,42.37334
9.76220,2.22830,42.39334
9.76232,2.24812,42.41334
9.76244,2.26811,42.43334
9.76256,2.28811,42.45334
9.76268,2.30810,42.47333
9.76280,2.32827,42.49333
9.76296,2.34844,42.51333
9.76312,2.36837,42.53333
9.76326,2.38819,42.55332
9.76338,2.40809,42.57332
9.76350,2.42825,42.59332
9.76366,2.44843,42.61332
9.76382,2.46835,42.63332
9.76396,2.48817,42.65331
9.76408,2.50808,42.67331
9.76420,2.52807,42.69331
9.76432,2.54807,42.71331
9.76444,2.56815,42.73331
9.76458,2.58832,42.75330
9.76474,2.60841,42.77330
9.76490,2.62824,42.79330
9.76502,2.64807,42.81330
9.76514,2.66814,42.83329
9.76528,2.68831,42.85329
9.76544,2.70840,42.87329
9.76560,2.72823,42.89329
9.76572,2.74805,42.91329
9.76584,2.76804,42.93328
9.76596,2.78804,42.95328
9.76608,2.80804,42.97328
9.76620,2.82820,42.99328
9.76636,2.84837,43.01327
9.76652,2.86830,43.03327
9.76666,2.88812,43.05327
9.76678,2.90802,43.07327
9.76690,2.92819,43.09327
9.76706,2.94836,43.11326
9.76722,2.96829,43.13326
9.76736,2.98811,43.15326
9.76748,3.00801,43.17326
9.76760,3.02801,43.19325
9.76772,3.04801,43.21325
9.76784,3.06808,43.23325
9.76798,3.08825,43.25325
9.76814,3.10835,43.27325
9.76830,3.12818,43.29324
9.76842,3.14800,43.31324
9.76854,3.16807,43.33324
9.76868,3.18824,43.35324
9.76884,3.20833,43.37324
9.76900,3.22816,43.39323
9.76912,3.24799,43.41323
9.76924,3.26798,43.43323
9.76936,3.28797,43.45323
9.76948,3.30797,43.47322
9.76960,3.32814,43.49322
9.76976,3.34831,43.51322
9.76992,3.36823,43.53322
9.77006,3.38805,43.55322
9.77018,3.40796,43.57321
9.77030,3.42812,43.59321
9.77046,3.44829,43.61321
9.77062,3.46822,43.63321
9.77076,3.48804,43.65320
9.77088,3.50794,43.67320
9.77100,3.52794,43.69320
9.77112,3.54794,43.71320
9.77124,3.56802,43.73320
9.77138,3.58819,43.75319
9.77154,3.60828,43.77319
9.77170,3.62811,43.79319
9.77182,3.64793,43.81319
9.77194,3.66800,43.83318
9.77208,3.68817,43.85318
9.77224,3.70827,43.87318
9.77240,3.72810,43.89318
9.77252,3.74792,43.91318
9.77264,3.76791,43.93317
9.77276,3.78791,43.95317
9.77288,3.80790,43.97317
9.77300,3.82807,43.99317
9.77316,3.84824,44.01316
9.77332,3.86817,44.03316
9.77346,3.88799,44.05316
9.77358,3.90789,44.07316
9.77370,3.92805,44.09316
9.77386,3.94823,44.11315
9.77402,3.96815,44.13315
9.77416,3.98798,44.15315
9.77428,4.00788,44.17315
9.77440,4.02804,44.19315
9.77456,4.04821,44.21314
9.77472,4.06814,44.23314
9.77486,4.08796,44.25314
9.77498,4.10786,44.27314
9.77510,4.12786,44.29313
9.77522,4.14786,44.31313
9.77534,4.16793,44.33313
9.77548,4.18811,44.35313
9.77564,4.20820,44.37313
9.77580,4.22803,44.39312
9.77592,4.24785,44.41312
9.77604,4.26792,44.43312
9.77618,4.28809,44.45312
9.77634,4.30819,44.47311
9.77650,4.32802,44.49311
9.77662,4.34784,44.51311
9.77674,4.36783,44.53311
9.77686,4.38783,44.55311
9.77698,4.40782,44.57310
9.77710,4.42799,44.59310
9.77726,4.44816,44.61310
9.77742,4.46809,44.63310
9.77756,4.48791,44.65309
9.77768,4.50781,44.67309
9.77780,4.52797,44.69309
9.77796,4.54815,44.71309
9.77812,4.56807,44.73309
9.77826,4.58790,44.75308
9.77838,4.60780,44.77308
9.77850,4.62779,44.79308
9.77862,4.64779,44.81308
9.77874,4.66787,44.83308
9.77888,4.68804,44.85307
9.77904,4.70813,44.87307
9.77920,4.72797,44.89307
9.77932,4.74779,44.91307
9.77944,4.76785,44.93306
9.77958,4.78803,44.95306
9.77974,4.80812,44.97306
9.77990,4.82795,44.99306
9.78002,4.84777,45.01306
9.78014,4.86776,45.03305
9.78026,4.88776,45.05305
9.78038,4.90776,45.07305
9.78050,4.92792,45.09305
9.78066,4.94809,45.11304
9.78082,4.96802,45.13304
9.78096,4.98784,45.15304
9.78108,5.00774,45.17304
9.78120,5.02791,45.19304
9.78136,5.04808,45.21303
9.78152,5.06801,45.23303
9.78166,5.08783,45.25303
9.78178,5.10773,45.27303
9.78190,5.12773,45.29302
9.78202,5.14773,45.31302
9.78214,5.16780,45.33302
9.78228,5.18797,45.35302
9.78244,5.20807,45.37302
9.78260,5.22790,45.39301
9.78272,5.24772,45.41301
9.78284,5.26779,45.43301
9.78298,5.28796,45.45301
9.78314,5.30805,45.47301
9.78330,5.32789,45.49300
9.78342,5.34771,45.51300
9.78354,5.36770,45.53300
9.78366,5.38769,45.55300
9.78378,5.40769,45.57299
9.78390,5.42785,45.59299
9.78406,5.44803,45.61299
9.78422,5.46796,45.63299
9.78436,5.48778,45.65299
9.78448,5.50768,45.67298
9.78460,5.52784,45.69298
9.78476,5.54801,45.71298
9.78492,5.56794,45.73298
9.78506,5.58776,45.75297
9.78518,5.60766,45.77297
9.78530,5.62783,45.79297
9.78546,5.64800,45.81297
9.78562,5.66793,45.83297
9.78576,5.68775,45.85296
9.78588,5.70765,45.87296
9.78600,5.72765,45.89296
9.78612,5.74765,45.91296
9.78624,5.76772,45.93295
9.78638,5.78789,45.95295
9.78654,5.80799,45.97295
9.78669,5.82782,45.99295
9.78682,5.84764,46.01295
9.78694,5.86771,46.03294
9.78708,5.88788,46.05294
9.78724,5.90797,46.07294
9.78739,5.92781,46.09294
9.78752,5.94763,46.11294
9.78764,5.96762,46.13293
9.78776,5.98761,46.15293
9.78788,6.00761,46.17293
9.78800,6.02777,46.19293
9.78816,6.04794,46.21292
9.78832,6.06788,46.23292
9.78846,6.08770,46.25292
9.78858,6.10760,46.27292
9.78870,6.12776,46.29292
9.78886,6.14793,46.31291
9.78901,6.16786,46.33291
9.78916,6.18769,46.35291
9.78928,6.20758,46.37291
9.78940,6.22758,46.39290
9.78952,6.24758,46.41290
9.78964,6.26765,46.43290
9.78977,6.28783,46.45290
9.78994,6.30792,46.47290
9.79009,6.32775,46.49289
9.79022,6.34758,46.51289
9.79034,6.36759,46.53289
9.79046,6.38766,46.55289
9.79060,6.40769,46.57288
9.79073,6.42769,46.59288
9.79087,6.44769,46.61288
